bar,date,time,csv_CMMA_S,computed_CMMA_S,csv_CMMA_M,computed_CMMA_M,csv_CMMA_L,computed_CMMA_L
1349,20241210,0500,-0.72977567,-2.299599731,-9.35852337,-13.61816691,-11.86686611,-11.33791159
1350,20241210,0600,1.87957883,5.972179859,-6.56906271,-9.595501053,-9.18213654,-8.757454575
1351,20241210,0700,-0.01585874,-0.03703863915,-7.63129187,-11.13389869,-10.26931477,-9.802654294
1352,20241210,0800,0.75521332,2.411381511,-6.49249458,-9.482386131,-9.16511917,-8.74238948
1353,20241210,0900,1.06077492,3.379722828,-5.77831841,-8.442087956,-8.46481228,-8.071330376
1354,20241210,1000,1.91834819,6.08782487,-4.6225934,-6.752602974,-7.3267231,-6.980293399
1355,20241210,1100,2.17564058,6.894318401,-4.33243942,-6.326865891,-6.98264503,-6.651391198
1356,20241210,1200,-0.43479466,-1.372658936,-6.89573002,-10.06606464,-9.42977905,-9.002877995
1357,20241210,1300,2.105757,6.670285158,-3.92503619,-5.727835311,-6.45985937,-6.153523027
1358,20241210,1400,2.09895849,6.648854087,-3.33190536,-4.857213978,-5.84861898,-5.569456441
1359,20241210,1500,-8.57414913,-25.43569504,-13.19783974,-19.0138298,-15.51838017,-14.87145654
1360,20241210,1600,-4.79741907,-14.89251869,-9.6485424,-14.02593967,-12.23812771,-11.71001666
1361,20241210,1700,-12.78138924,-34.97715108,-17.51944923,-24.83002321,-20.00717545,-19.21134133
1362,20241210,1800,-8.50785065,-25.20121547,-14.12104988,-20.2727484,-16.91958046,-16.22097967
1363,20241210,1900,-4.05081415,-12.57433987,-10.38736629,-15.06388768,-13.49849987,-12.91886109
1364,20241210,2000,-0.57627773,-1.725603127,-7.35683155,-10.7192877,-10.77268314,-10.29426951
1365,20241210,2100,1.97817874,6.356862749,-5.10201836,-7.438550386,-8.74095917,-8.341091425
1366,20241210,2200,2.33917212,7.476777373,-4.84141397,-7.059699012,-8.69590282,-8.297187863
1367,20241210,2300,1.29149234,4.176720565,-5.74133444,-8.376549382,-9.84348392,-9.399906999
1368,20241211,0000,0.98397553,3.187228338,-6.24004364,-9.105568757,-10.60971355,-10.13623725
1369,20241211,0100,-1.43031359,-4.49547947,-8.88772202,-12.93455174,-13.45894432,-12.87738917
1370,20241211,0200,5.19959593,16.14554922,-1.73927009,-2.51322435,-6.83499193,-6.509041917
1371,20241211,0300,5.64787054,17.46180301,-0.6467678,-0.9044307417,-5.95353127,-5.663211822
1372,20241211,0400,4.98545742,15.5069306,0.21986386,0.3719305772,-5.26976681,-5.007251198
1373,20241211,0500,3.65048647,11.47971346,0.13465133,0.2441448783,-5.48440027,-5.21301964
1374,20241211,0600,3.77877927,11.86917568,1.15710962,1.751117109,-4.59540033,-4.36035306
1375,20241211,0700,1.60528767,5.114019267,-0.29011396,-0.3874552123,-6.16170025,-5.862590286
1376,20241211,0800,4.85497332,15.1129719,3.37812638,5.016671079,-2.6533134,-2.498293093
1377,20241211,0900,3.79707861,11.93488203,2.96983099,4.41474637,-3.13318634,-2.958278741
1378,20241211,1000,4.11842537,12.91246908,4.0652709,6.02092632,-2.17710853,-2.041859418
1379,20241211,1100,3.6617589,11.52130813,4.47795725,6.624733769,-1.83273518,-1.711789558
1380,20241211,1200,2.27589417,7.207732101,4.24707556,6.286306434,-2.09862542,-1.966558498
1381,20241211,1300,4.04281282,12.65997028,6.5036068,9.579531177,0.1155943,0.1551972832
1382,20241211,1400,6.84385586,20.823632,9.79097366,14.31038784,3.54790902,3.444307087
1383,20241211,1500,9.56024265,27.92629725,13.19410419,19.08527883,7.18036747,6.927120596
1384,20241211,1600,9.20459938,27.07109335,13.91909409,20.08537242,8.03370953,7.746199719
1385,20241211,1700,4.53786087,14.21077923,10.55115223,15.39598638,4.55317783,4.408346423
1386,20241211,1800,6.06406355,18.66966296,12.86812019,18.64290964,7.1709199,6.918044281
1387,20241211,1900,8.16268539,24.4262192,15.56468487,22.3253814,10.25045776,9.873485923
1388,20241211,2000,7.45255804,22.54336162,15.83414268,22.69351597,10.86657906,10.46516294
1389,20241211,2100,7.18152666,21.80841977,16.49553871,23.58120541,11.86437702,11.42418592
1390,20241211,2200,4.50171185,14.10257095,14.90119743,21.45435709,10.54566097,10.15744786
1391,20241211,2300,2.88155484,9.133278533,14.17971897,20.47997182,10.18840027,9.814796123
1392,20241212,0000,0.36269343,1.180111356,12.39829636,18.03180995,8.67125416,8.358680482
1393,20241212,0100,-1.34905636,-4.262955649,10.94558048,16.00261064,7.49449587,7.229644101
1394,20241212,0200,4.19907618,13.13970952,15.91711235,22.83730428,12.86559105,12.38955059
1395,20241212,0300,0.31409609,1.019727272,12.40701675,18.0591589,9.540205,9.194468578
1396,20241212,0400,-1.6856451,-5.331597547,10.72818851,15.7121787,8.0321188,7.747506227
1397,20241212,0500,-2.04467678,-6.463438376,10.15349388,14.90140042,7.74977636,7.477069507
1398,20241212,0600,-1.97966671,-6.257788081,9.70833206,14.27139945,7.55919552,7.294777254
1399,20241212,0700,-2.05099607,-6.481101822,9.07958984,13.37690022,7.17785978,6.929476829
1400,20241212,0800,0.40784031,1.306475823,10.74220467,15.73995568,9.12159348,8.79528152
1401,20241212,0900,-0.19555338,-0.6116745331,9.78390598,14.38569295,8.39426327,8.097874
1402,20241212,1000,-1.05829048,-3.350560517,8.52057552,12.58309793,7.3877039,7.132590671
1403,20241212,1100,-1.91708243,-6.062033335,7.33892298,10.88286932,6.4341445,6.218365029
1404,20241212,1200,0.13500419,0.439455144,9.04875755,13.34204501,8.36872101,8.074728102
1405,20241212,1300,0.91494215,2.908233173,9.14506721,13.48185581,8.68088818,8.375024992
1406,20241212,1400,4.28663588,13.39057259,12.07970238,17.62750105,11.83552933,11.40604636
1407,20241212,1500,4.24034071,13.25670703,12.05717373,17.59864822,12.11067581,11.67171433
1408,20241212,1600,2.33725333,7.403501815,10.33937454,15.18830057,10.65920162,10.27763476
1409,20241212,1700,2.61961555,8.286092921,10.67733765,15.66876853,11.2341156,10.83115028
1410,20241212,1800,-1.04490399,-3.302494049,7.08077335,10.52006788,8.08349228,7.806775951
1411,20241212,1900,-6.78317356,-20.63093675,0.86648107,1.412402238,2.24314499,2.207008323
1412,20241212,2000,-3.92067909,-12.25076547,2.75851488,4.185307999,4.5741539,4.440931251
1413,20241212,2100,-4.82196617,-14.95831299,1.20728469,1.887930301,3.45481944,3.36791451
1414,20241212,2200,-1.68415391,-5.296557812,3.76012969,5.637004166,6.32369328,6.118224389
1415,20241212,2300,-3.382797,-10.59344887,1.57088482,2.409622898,4.46279955,4.334395443
1416,20241213,0000,-2.67974162,-8.412971301,1.64461768,2.513712323,4.80932665,4.66688432
1417,20241213,0100,-5.23965788,-16.18761115,-1.87883949,-2.690008833,1.57833695,1.570419801
1418,20241213,0200,-3.52134275,-11.02450488,-1.42702544,-2.029891863,2.29794478,2.26012513
1419,20241213,0300,-1.64275455,-5.177244048,-0.64597654,-0.8844187023,3.40045547,3.317056697
1420,20241213,0400,0.35149974,1.130792417,0.18629554,0.3328898672,4.59920406,4.466310124
1421,20241213,0500,0.24456482,0.784532136,-0.53813308,-0.7413051109,4.12040997,4.007537759
1422,20241213,0600,-0.76483029,-2.423086175,-1.58784986,-2.294509785,3.28956294,3.211425121
1423,20241213,0700,1.25577557,3.991406874,0.10288748,0.196229441,5.1500783,4.994781092
1424,20241213,0800,1.71162033,5.431410815,0.49127835,0.7649255143,5.74496508,5.565310316
1425,20241213,0900,1.03923869,3.305096655,-0.48226228,-0.6760337241,4.95919418,4.812256197
1426,20241213,1000,2.54932427,8.058078096,0.83199698,1.258202787,6.44906521,6.241043053
1427,20241213,1100,1.93451226,6.13415231,0.17544574,0.2861719826,5.95859861,5.771053633
1428,20241213,1200,1.25722444,3.995723086,-0.26228881,-0.3634362515,5.72105503,5.543659621
1429,20241213,1300,0.83270144,2.648965395,-0.51081055,-0.7333142466,5.63309956,5.459390793
1430,20241213,1400,3.75974011,11.79313573,2.49175525,3.692692419,8.74913979,8.448507602
1431,20241213,1500,-1.63251066,-5.167674124,-2.69514489,-3.960020762,3.77838278,3.681441101
1432,20241213,1600,3.16704106,9.977444587,2.00395608,2.969158912,8.49845886,8.20793286
1433,20241213,1700,5.7749238,17.79189811,5.04562759,7.436040218,11.52182198,11.11212597
1434,20241213,1800,4.06971693,12.75020913,3.90588498,5.767229927,10.46310711,10.09581751
1435,20241213,1900,3.40702367,10.73163972,3.68586421,5.444686668,10.26126194,9.90283904
1436,20241213,2000,3.74973297,11.78234946,4.46468544,6.587147693,11.11410904,10.7230821
1437,20241213,2100,1.6364572,5.215001815,2.76498103,4.091450372,9.50651932,9.179947615
1438,20241213,2200,0.90694267,2.905841883,2.4258399,3.592261464,9.14699936,8.835462152
1439,20241213,2300,1.35423481,4.318500819,3.27795315,4.846168447,9.96425915,9.621008376
1440,20241214,0000,0.34423032,1.111368867,2.78263831,4.117600645,9.51206779,9.18749118
1441,20241214,0100,3.83001399,12.0205693,6.36180115,9.357255174,12.91762161,12.46106292
1442,20241214,0200,2.38641524,7.549612844,5.82015705,8.570115242,12.41315556,11.97757234
1443,20241214,0300,2.1818974,6.909019306,5.9671011,8.785355584,12.58176041,12.14134808
1444,20241214,0400,0.28379524,0.909295828,4.09645939,6.051788582,10.80606079,10.43589835
1445,20241214,0500,0.38102159,1.218209084,4.29266644,6.339374781,10.91632843,10.54304083
1446,20241214,0600,1.05979311,3.371822188,5.02060223,7.405656378,11.60089779,11.20200224
1447,20241214,0700,0.60874188,1.941560189,4.5678587,6.743967285,11.17291737,10.79197382
1448,20241214,0800,0.2932196,0.9383433547,4.37795782,6.466446189,11.01776028,10.64406795
1449,20241214,0900,-1.04711056,-3.319903574,3.18584204,4.716974101,9.86091995,9.533949826
1450,20241214,1000,-1.10615146,-3.507413927,3.09403515,4.582267245,9.75397396,9.432074395
1451,20241214,1100,-1.07406592,-3.407155148,3.20359349,4.743747746,9.83709049,9.51301473
1452,20241214,1200,-2.0846889,-6.59597655,1.89492381,2.817377757,8.51963043,8.24915495
1453,20241214,1300,-2.32262111,-7.340960093,1.2692132,1.894775547,7.86366129,7.620195832
1454,20241214,1400,-0.76463866,-2.425457129,2.35461831,3.494659511,8.91644669,8.630987149
1455,20241214,1500,0.17797765,0.5691239098,3.13511729,4.64357658,9.68573093,9.370133186
1456,20241214,1600,0.33308291,1.061853493,3.18757057,4.721045016,9.66663933,9.35225558
1457,20241214,1700,-2.4555614,-7.757090658,0.28633994,0.4446908807,6.66418695,6.471395696
1458,20241214,1800,-2.49401069,-7.875978026,-0.04681332,-0.04752237821,6.13111115,5.959774842
1459,20241214,1900,-0.26771444,-0.8461712739,1.83141172,2.723370929,7.81146717,7.571164322
1460,20241214,2000,-2.58387399,-8.155786368,-0.56659085,-0.8152058427,5.25395346,5.117743746
1461,20241214,2100,-0.86176604,-2.730865702,0.82019567,1.231590238,6.45053959,6.263292568
1462,20241214,2200,-0.45226413,-1.43165041,0.86943066,1.302957217,6.49100065,6.30121202
1463,20241214,2300,0.94874686,3.018226414,2.09655309,3.112149147,7.64934158,7.411470968
1464,20241215,0000,0.94094396,2.993763557,2.05687308,3.052948493,7.62419224,7.387118955
1465,20241215,0100,3.95942068,12.40358253,4.98651695,7.355901086,10.45228672,10.1018638
1466,20241215,0200,2.42663813,7.679342097,3.49813318,5.17417347,9.05513287,8.761024523
1467,20241215,0300,1.92671955,6.113186604,2.92770791,4.335314141,8.47803974,8.206355188
1468,20241215,0400,4.36324167,13.63010367,5.47240305,8.063986033,10.98606491,10.61360965
1469,20241215,0500,2.82470846,8.924716508,4.33636761,6.401540289,9.95676994,9.624847596
1470,20241215,0600,0.69447339,2.223820857,2.38164878,3.528168557,8.10569668,7.847815189
1471,20241215,0700,0.12608391,0.4128385468,2.11243916,3.130756139,7.86707735,7.618677533
1472,20241215,0800,1.10084629,3.503791432,3.22011852,4.760231905,8.96386051,8.670578311
1473,20241215,0900,1.81692433,5.762310027,4.13243914,6.098581339,9.89990425,9.568827851
1474,20241215,1000,1.50991082,4.79365419,4.01608896,5.927471567,9.80522633,9.477665498
1475,20241215,1100,2.88797688,9.109823834,5.58408833,8.221510656,11.34379196,10.95552804
1476,20241215,1200,3.92311692,12.29385079,6.6549468,9.779922099,12.49525738,12.06347181
1477,20241215,1300,2.71650887,8.583602416,5.76935053,8.492330671,11.70923233,11.30822607
1478,20241215,1400,3.2005682,10.08401091,6.51425171,9.576439039,12.47239304,12.04217544
1479,20241215,1500,1.59142303,5.059665979,4.98113489,7.341742933,11.07746029,10.70199379
1480,20241215,1600,3.29544353,10.38000832,6.70207644,9.848861033,12.69970131,12.25852861
1481,20241215,1700,2.8437891,8.982207062,6.70335007,9.851769603,12.6575098,12.21648428
1482,20241215,1800,2.36623335,7.490233342,6.59049797,9.686887092,12.52391148,12.08267246
1483,20241215,1900,2.04288149,6.474314774,6.61916685,9.729340702,12.45405293,12.01138081
1484,20241215,2000,1.08160341,3.439752064,5.9913702,8.817782046,11.71244144,11.29546893
1485,20241215,2100,-0.6546874,-2.076953321,4.51283312,6.658958631,10.1667757,9.807935769
1486,20241215,2200,1.20696449,3.832955625,6.31559324,9.290992813,11.81620502,11.39105897
1487,20241215,2300,6.46775293,19.76325069,11.43811035,16.6247484,16.59827042,15.99444702
1488,20241216,0000,10.02150631,29.02574853,15.2914753,21.93390102,20.20322037,19.47833372
1489,20241216,0100,9.4005146,27.55012468,15.43612289,22.13476381,20.41982079,19.6885688
1490,20241216,0200,3.85860372,12.15321936,11.00816345,16.03678266,16.24226952,15.64892322
1491,20241216,0300,3.17455792,10.05679264,10.70331478,15.60960359,15.96959114,15.38545806
1492,20241216,0400,3.01210022,9.553205682,10.99743748,16.02806494,16.22524452,15.63192883
1493,20241216,0500,3.93139791,12.37110757,12.37374306,17.95912302,17.54846001,16.9093772
1494,20241216,0600,3.69059014,11.63448261,12.71875191,18.44275562,17.88508034,17.23484662
1495,20241216,0700,2.02223706,6.450655452,11.71467876,17.04795054,16.96637154,16.34788507
1496,20241216,0800,-1.17179966,-3.691830213,9.7694273,14.30768129,15.35804558,14.79810749
1497,20241216,0900,-1.10516846,-3.498262406,10.283041,15.03988869,15.89275074,15.31383444
1498,20241216,1000,-1.17884278,-3.732616564,10.12402439,14.81724152,15.78968906,15.21445567
1499,20241216,1100,-5.4507885,-16.83733064,5.29384756,7.855977588,11.18523502,10.78234571
1500,20241216,1200,-5.07928801,-15.74423108,4.55648661,6.777454402,10.45759392,10.08192795
1501,20241216,1300,-3.34961891,-10.51626215,5.60447884,8.308403682,11.45491314,11.038841
1502,20241216,1400,4.83903313,15.06073394,12.95147514,18.78104899,18.43944168,17.76904678
1503,20241216,1500,8.51125145,25.29968992,16.37531471,23.42615492,21.76830482,20.99498017
1504,20241216,1600,10.18981934,29.44549843,18.03359222,25.60493901,23.50493622,22.68564288
1505,20241216,1700,10.57989883,30.36934832,18.65185356,26.40785874,24.29655838,23.46018844
1506,20241216,1800,9.57776356,28.02992121,18.1511097,25.7699708,24.02985764,23.20399568
1507,20241216,1900,5.98250628,18.49695161,15.4297123,22.1882194,21.74397659,20.98590303
1508,20241216,2000,1.31104636,4.29332863,11.34448338,16.57299388,18.24513626,17.60147814
1509,20241216,2100,1.97433972,6.378249422,12.03425789,17.53709664,19.14842224,18.47712059
1510,20241216,2200,-0.31876197,-0.9138008061,10.47353458,15.3448643,17.96460533,17.33571679
1511,20241216,2300,-0.1893768,-0.5423485019,11.1786375,16.33680002,18.92776871,18.26921682
1512,20241217,0000,-2.23269868,-7.042056188,9.77574539,14.35109493,17.91499519,17.29324034
1513,20241217,0100,0.12989001,0.4298508704,11.78484631,17.18277844,19.99957085,19.3109695
1514,20241217,0200,-0.41549894,-1.30326074,10.82882118,15.8394175,19.35954857,18.6942614
1515,20241217,0300,2.80332494,8.858186273,13.27322006,19.24744546,21.90043831,21.15912118
1516,20241217,0400,1.11101341,3.540115764,11.1434927,16.28379687,20.21419525,19.52845337
1517,20241217,0500,2.96989012,9.368569937,12.21284485,17.77985629,21.38315964,20.66358508
1518,20241217,0600,1.53168392,4.867503148,10.46711349,15.32822239,20.04803085,19.37327525
1519,20241217,0700,2.43950725,7.718579755,11.31500721,16.5234185,20.98147774,20.27975551
1520,20241217,0800,5.02714777,15.6088706,13.67291737,19.79672291,23.21896744,22.45307429
1521,20241217,0900,3.76989079,11.83373133,12.74470901,18.51678934,22.71147728,21.96418675
1522,20241217,1000,2.67491484,8.458177771,11.77545166,17.16562996,22.12417221,21.39753494
1523,20241217,1100,-0.01241954,-0.02898887161,9.32573128,13.70089618,20.15935898,19.49648884
1524,20241217,1200,1.40986347,4.481284709,10.44981575,15.29549596,21.2995472,20.60240792
1525,20241217,1300,1.78669107,5.667557148,10.75765324,15.72795919,21.76180077,21.05308556
1526,20241217,1400,6.29194355,19.27038032,14.78411674,21.30069404,25.36939621,24.56233286
1527,20241217,1500,-3.36862278,-10.5768822,5.68704891,8.441797668,17.48556328,16.92350254
1528,20241217,1600,-0.24635771,-0.7655446305,8.20926762,12.09133643,19.87691307,19.23534062
1529,20241217,1700,1.60665977,5.108390391,9.84875584,14.43383853,21.44635773,20.75699636
1530,20241217,1800,-3.4064343,-10.69406787,4.7490201,7.061741872,17.02410507,16.48481251
1531,20241217,1900,-3.35693574,-10.53911988,4.03342009,6.009516214,16.43766975,15.9204193
1532,20241217,2000,-1.69124806,-5.341038407,4.94838285,7.345409815,17.27618408,16.72827444
1533,20241217,2100,-3.02573514,-9.513466973,3.0346694,4.534423741,15.56519127,15.07925279
1534,20241217,2200,-4.95901108,-15.37722361,0.56922168,0.8962160968,13.24292564,12.84333276
1535,20241217,2300,-3.60052943,-11.2756408,1.08000565,1.644529868,13.73130512,13.31246416
1536,20241218,0000,-3.20692754,-10.06364984,0.59055835,0.9157425343,13.32753563,12.92344434
1537,20241218,0100,-5.85627651,-18.00653577,-3.40850949,-4.985403016,9.44397068,9.19122101
1538,20241218,0200,-5.39683676,-16.66447188,-3.58398438,-5.244615653,9.09352875,8.852191251
1539,20241218,0300,-7.18818808,-21.73875473,-6.21828556,-9.098099038,6.20894957,6.08270587
1540,20241218,0400,-10.16169167,-29.32715637,-10.41762066,-15.13495323,1.62282097,1.684558516
1541,20241218,0500,-10.29210472,-29.61497868,-11.72193146,-16.9716814,0.00758078,0.1340152162
1542,20241218,0600,-7.84104967,-23.46267782,-10.54924679,-15.31750042,0.94694966,1.031161252
1543,20241218,0700,-4.24254131,-13.18405567,-8.30823421,-12.11611134,3.00651169,3.001811864
1544,20241218,0800,-5.35958624,-16.51726088,-10.34250927,-15.02133751,0.66411906,0.7548272507
1545,20241218,0900,-3.13818479,-9.819750102,-9.07016754,-13.20579564,1.70534611,1.750333134
1546,20241218,1000,0.22455283,0.7613195046,-6.66387272,-9.733283423,3.88542175,3.836779569
1547,20241218,1100,3.38869977,10.67900631,-4.27797937,-6.250417457,6.10733795,5.964662564
1548,20241218,1200,3.01383662,9.518545044,-4.82992029,-7.059511426,5.39966345,5.284218813
1549,20241218,1300,1.56159842,4.969532202,-6.46598816,-9.446707303,3.57388473,3.531881017
1550,20241218,1400,-1.06515539,-3.364786377,-9.17936516,-13.36334775,0.68207455,0.7580617626
1551,20241218,1500,0.83617169,2.671899404,-7.26070118,-10.6027569,2.52976012,2.526765226
1552,20241218,1600,-0.67861992,-2.143456144,-8.36621094,-12.19936542,1.23971486,1.287207515
1553,20241218,1700,1.31434774,4.180500054,-6.06877899,-8.87166701,3.28785205,3.247867688
1554,20241218,1800,1.84815514,5.865046139,-5.18813753,-7.585897643,3.89587116,3.82967261
1555,20241218,1900,-8.10036469,-24.20318415,-14.18325615,-20.37260002,-5.75226164,-5.420005251
1556,20241218,2000,-16.48886681,-41.19339314,-22.15935326,-30.67524863,-14.89724922,-14.21680212
1557,20241218,2100,-14.10990906,-37.40776369,-20.93901062,-29.17540095,-14.08646774,-13.43422451
1558,20241218,2200,-11.65659237,-32.59645411,-19.88250542,-27.8474709,-13.41972637,-12.79136391
1559,20241218,2300,-14.29492378,-37.69481164,-23.37064743,-32.09073325,-17.62384415,-16.85034624
1560,20241219,0000,-9.40421486,-27.35941658,-20.32538033,-28.38113922,-14.78168774,-14.10335976
1561,20241219,0100,-12.86283016,-35.02171236,-24.19266701,-33.02910642,-19.37678337,-18.54659829
1562,20241219,0200,-7.08277225,-21.2665072,-20.47153854,-28.54120949,-15.8509798,-15.13346248
1563,20241219,0300,-2.22854018,-6.838545679,-17.2106514,-24.34707799,-12.82456398,-12.21353858
1564,20241219,0400,-3.06895065,-9.529203835,-18.99810028,-26.66236275,-15.11376667,-14.41993552
1565,20241219,0500,1.88689661,6.019415951,-15.83228207,-22.50014772,-12.262784,-11.67090623
1566,20241219,0600,2.13532186,6.772404343,-15.79771328,-22.44968773,-12.69772339,-12.08938758
1567,20241219,0700,4.11883307,12.89738118,-13.30802059,-19.05243154,-10.58657932,-10.05717482
1568,20241219,0800,3.73595524,11.738145,-12.92957687,-18.52663076,-10.65201855,-10.11999057
1569,20241219,0900,4.34955645,13.60210432,-11.76470661,-16.89854542,-9.89028645,-9.386990656
1570,20241219,1000,6.39676142,19.58388994,-8.65365505,-12.4766914,-7.20014954,-6.802512781
1571,20241219,1100,5.84363985,18.01662577,-8.01663017,-11.56339215,-7.04888296,-6.657833703
1572,20241219,1200,2.38769269,7.574798994,-9.71623707,-14.00669749,-9.23109722,-8.754211604
1573,20241219,1300,1.5280093,4.86670135,-9.42592525,-13.59536488,-9.44033718,-8.955657599
1574,20241219,1400,-3.64556599,-11.42174188,-13.53454971,-19.37407663,-14.00097466,-13.34654322
1575,20241219,1500,-4.98982811,-15.47416499,-14.08314419,-20.13048005,-15.05888748,-14.36714576
1576,20241219,1600,-4.51034021,-14.03961787,-13.29630947,-19.05037093,-14.81116962,-14.12754728
1577,20241219,1700,-12.84837627,-35.11220296,-20.55747223,-28.63763087,-22.47595596,-21.55370304
1578,20241219,1800,-11.18477058,-31.62302192,-19.52088165,-27.32847582,-21.97975922,-21.06857207
1579,20241219,1900,-17.58332443,-42.60033666,-25.58423233,-34.58482248,-28.24122047,-27.19254182
1580,20241219,2000,-18.97250938,-44.15948655,-27.65320969,-36.82688814,-30.69716835,-29.61260505
1581,20241219,2100,-11.88900661,-33.0077514,-22.97472954,-31.55766668,-26.91782951,-25.88109884
1582,20241219,2200,-5.15919256,-15.73774797,-18.29246521,-25.72412589,-23.12207794,-22.16335246
1583,20241219,2300,-7.81088305,-23.25560944,-21.43632317,-29.69354391,-26.51543617,-25.47869189
1584,20241220,0000,-6.7663064,-20.44314242,-21.64157295,-29.94113735,-27.20908928,-26.15481124
1585,20241220,0100,-9.45755005,-27.54564155,-24.78517914,-33.6532147,-30.46743965,-29.36308586
1586,20241220,0200,-1.23630023,-3.801287792,-18.67731094,-26.20398508,-25.59912491,-24.56224775
1587,20241220,0300,-2.27276874,-7.132300553,-20.19768715,-28.13933404,-27.40390968,-26.3290105
1588,20241220,0400,-0.50977433,-1.576110325,-18.70951462,-26.24234444,-26.54725266,-25.48187195
1589,20241220,0500,-2.43957067,-7.686001481,-20.43733978,-28.43511818,-28.43192101,-27.33083497
1590,20241220,0600,0.37334654,1.212456279,-17.52245331,-24.69236874,-26.35793686,-25.284168
1591,20241220,0700,2.59366798,8.210971396,-14.76171207,-20.99400687,-24.43315315,-23.39108701
1592,20241220,0800,-8.91298676,-26.28502522,-24.24663353,-33.01435119,-32.59896851,-31.44665474
1593,20241220,0900,-10.68868923,-30.54098079,-26.18092346,-35.19094004,-34.43169785,-33.27375563
1594,20241220,1000,-11.6044426,-32.54213447,-27.21780205,-36.30892564,-35.56836319,-34.40965853
1595,20241220,1100,-17.74505997,-42.80179975,-32.1387825,-41.17537568,-39.39012527,-38.29292469
1596,20241220,1200,-10.45693493,-29.8875603,-27.05130196,-36.10396956,-36.05856705,-34.88579543
1597,20241220,1300,-2.6517601,-8.159069353,-21.21384239,-29.32358151,-32.02987671,-30.83093401
1598,20241220,1400,0.29333973,1.134310574,-18.62800217,-26.05548487,-30.43459892,-29.23571448
1599,20241220,1500,7.47785234,22.69614379,-11.76738262,-16.77969229,-25.27252007,-24.1359027
1600,20241220,1600,6.1177597,18.92827761,-12.24538612,-17.46219222,-26.0030365,-24.84895253
1601,20241220,1700,8.5576973,25.52902962,-9.43809414,-13.49767826,-24.0007019,-22.87988343
1602,20241220,1800,7.87388563,23.72995978,-9.75726986,-13.96817162,-24.61536026,-23.47743892
1603,20241220,1900,7.7098031,23.30985475,-8.54389381,-12.24306683,-23.92457581,-22.7963606
1604,20241220,2000,3.56582952,11.36784498,-10.85498333,-15.56093665,-26.1580677,-24.98380165
1605,20241220,2100,3.36989403,10.754066,-9.31056213,-13.38239007,-25.25874138,-24.09555447
1606,20241220,2200,5.41824675,16.81898859,-4.93707514,-7.051857784,-21.88450623,-20.78810234
1607,20241220,2300,5.35984182,16.61021412,-3.07792878,-4.324646998,-20.39570808,-19.33248144
1608,20241221,0000,2.8897109,9.135324108,-4.07717752,-5.79713759,-21.3416214,-20.25048199
1609,20241221,0100,1.24637437,3.967854065,-4.56779385,-6.519339373,-21.95859146,-20.84690025
1610,20241221,0200,1.26627028,4.03121545,-4.15906334,-5.91998216,-21.70331764,-20.59289672
1611,20241221,0300,1.39364171,4.433042744,-3.44249272,-4.869450648,-21.27847862,-20.17266866
1612,20241221,0400,1.74541283,5.543790192,-2.76758242,-3.876566566,-20.73756981,-19.64087212
1613,20241221,0500,6.66089153,20.31439958,2.73593593,4.235396767,-15.839921,-14.88178232
1614,20241221,0600,6.09756041,18.73441907,3.14502072,4.831074108,-15.51083183,-14.56150377
1615,20241221,0700,6.475945,19.80803923,4.79388046,7.243984428,-13.89444351,-12.99838371
1616,20241221,0800,3.50709152,11.04456093,3.17548561,4.864138177,-15.37943459,-14.43440903
1617,20241221,0900,2.5538168,8.096281156,3.02625585,4.638089193,-15.56541443,-14.61289845
1618,20241221,1000,0.13481404,0.460550583,1.26640725,2.036953881,-17.27113724,-16.26395484
1619,20241221,1100,0.4699865,1.522671684,2.22724938,3.443345552,-16.50679779,-15.52116169
1620,20241221,1200,-5.37494183,-16.60050418,-2.85119581,-4.057511242,-21.17409706,-20.0550863
1621,20241221,1300,-4.21801519,-13.15514844,-1.31587863,-1.810480898,-20.01542664,-18.92394916
1622,20241221,1400,-5.39246035,-16.64651618,-2.08110213,-2.955785997,-20.86139679,-19.7460706
1623,20241221,1500,-3.02526808,-9.496532685,0.52430564,0.8740823136,-18.69049454,-17.63225856
1624,20241221,1600,-3.59300351,-11.24561664,-0.18184432,-0.1830945609,-19.35656357,-18.28114614
1625,20241221,1700,-1.46464431,-4.610502705,1.61614144,2.460373823,-17.73239708,-16.70466854
1626,20241221,1800,-1.71556926,-5.412864062,0.98300505,1.518436698,-18.30462074,-17.26141115
1627,20241221,1900,-1.74461865,-5.510775584,0.67258364,1.05133924,-18.5157814,-17.46927763
1628,20241221,2000,-0.22371466,-0.6998289021,1.72182024,2.596810873,-17.35483932,-16.34460893
1629,20241221,2100,-2.59794593,-8.196426488,-0.84079576,-1.187127417,-19.41706276,-18.34969247
1630,20241221,2200,-0.72304296,-2.293601317,0.40964144,0.6583237315,-17.98313332,-16.95783384
1631,20241221,2300,-0.04214073,-0.1307504207,1.02942789,1.572701408,-17.09368896,-16.09524559
1632,20241222,0000,-0.20378205,-0.6443875582,0.85882658,1.321169761,-17.01856995,-16.02284159
1633,20241222,0100,-1.21384168,-3.849537406,0.04318994,0.1163326207,-17.60870743,-16.59568577
1634,20241222,0200,-2.62875319,-8.297217903,-1.55828762,-2.246999123,-18.76579666,-17.72129102
