bar,date,time,csv_CMMA_S,computed_CMMA_S,csv_CMMA_M,computed_CMMA_M,csv_CMMA_L,computed_CMMA_L
5408,20250528,0800,0.84220308,2.677116597,-1.77694893,-2.613374385,1.16836262,1.139823331
5409,20250528,0900,-0.52199388,-1.65627819,-3.03183126,-4.461748953,-0.10377412,-0.08012313171
5410,20250528,1000,-0.2260107,-0.7158784735,-2.67174792,-3.932023686,0.22544482,0.2340830395
5411,20250528,1100,0.19967104,0.635902528,-2.36040497,-3.473495961,0.5487482,0.5428563469
5412,20250528,1200,0.20655183,0.6576228362,-2.15248442,-3.167126056,0.67355245,0.6624493381
5413,20250528,1300,-4.35817194,-13.60328847,-6.46670389,-9.487805473,-3.77569556,-3.601748053
5414,20250528,1400,-6.83634186,-20.78731342,-9.15241528,-13.360871,-6.6112833,-6.321172073
5415,20250528,1500,-8.27214432,-24.64613139,-11.07509518,-16.08930844,-8.71215248,-8.337533408
5416,20250528,1600,-5.60817337,-17.27329721,-9.18015575,-13.39603337,-6.97157812,-6.666267106
5417,20250528,1700,-3.52611589,-11.03828701,-7.58514261,-11.10118661,-5.52141953,-5.274800042
5418,20250528,1800,-4.00290585,-12.49310063,-8.40462399,-12.28144511,-6.51915646,-6.231763764
5419,20250528,1900,-5.99576902,-18.38779227,-10.95103836,-15.90767721,-9.24076939,-8.844066923
5420,20250528,2000,-3.01261497,-9.454617192,-8.75205231,-12.77599465,-7.17909718,-6.86424617
5421,20250528,2100,-1.25342596,-3.9453307,-7.62685823,-11.15448663,-6.19330549,-5.918141815
5422,20250528,2200,-1.02693975,-3.23925805,-7.9523139,-11.62272909,-6.65778971,-6.363498102
5423,20250528,2300,1.81133997,5.745362954,-5.72407675,-8.38961623,-4.63054705,-4.418944723
5424,20250529,0000,4.64532089,14.46896993,-2.89152217,-4.237386488,-1.97586584,-1.874382866
5425,20250529,0100,3.55758452,11.18107508,-3.4855392,-5.110759718,-2.70626569,-2.574680021
5426,20250529,0200,4.44059658,13.86231307,-1.91308558,-2.796024618,-1.29665184,-1.22392041
5427,20250529,0300,1.87302005,5.948484752,-3.88736725,-5.700840649,-3.37385058,-3.214879198
5428,20250529,0400,-0.9090066,-2.870162302,-6.40883303,-9.385497847,-5.92165852,-5.657814694
5429,20250529,0500,-0.32532015,-1.017548041,-5.73081255,-8.397338473,-5.27495861,-5.037284712
5430,20250529,0600,0.54086465,1.729378742,-4.36818027,-6.404000927,-4.01334095,-3.827340907
5431,20250529,0700,0.02922142,0.1016290834,-4.45213699,-6.526552724,-4.20583677,-4.011834941
5432,20250529,0800,3.14854074,9.920075777,-1.04653633,-1.514677933,-0.92339832,-0.8656799609
5433,20250529,0900,2.71743274,8.583119284,-0.86525261,-1.246979119,-0.78900695,-0.736797838
5434,20250529,1000,3.57375073,11.22914276,0.48341882,0.7432717107,0.43094832,0.4323736432
5435,20250529,1100,3.51490545,11.05150862,0.77591842,1.174160544,0.63459694,0.6275094084
5436,20250529,1200,1.27132607,4.048499793,-1.01343918,-1.467707187,-1.25119483,-1.179624755
5437,20250529,1300,-3.36029673,-10.55187064,-5.48782587,-8.043456832,-5.84592867,-5.584392669
5438,20250529,1400,-2.98974133,-9.405139526,-5.14174461,-7.538023544,-5.67135286,-5.41676713
5439,20250529,1500,-6.35486698,-19.42793137,-8.23372936,-12.02586246,-8.90879154,-8.523559302
5440,20250529,1600,-7.65196562,-22.99836759,-9.57967663,-13.95402609,-10.46825409,-10.02123592
5441,20250529,1700,-9.34872055,-27.35963669,-11.6158123,-16.83298859,-12.67354679,-12.14158479
5442,20250529,1800,-11.03540421,-31.30406587,-13.69608402,-19.72053933,-15.01560974,-14.39694343
5443,20250529,1900,-10.18287277,-29.33631372,-13.80069542,-19.86257121,-15.44113922,-14.80593461
5444,20250529,2000,-6.16003132,-18.80279051,-10.89047909,-15.80861041,-12.90380001,-12.35930665
5445,20250529,2100,-3.25827146,-10.16981462,-9.04986095,-13.19106326,-11.36579704,-10.87837893
5446,20250529,2200,-4.85079288,-15.02373999,-11.50777626,-16.67763448,-14.04112434,-13.45281667
5447,20250529,2300,-5.37837696,-16.59933428,-12.99641132,-18.75167823,-15.7830677,-15.13122916
5448,20250530,0000,-7.90371704,-23.66541728,-16.08033943,-22.94342283,-19.00687981,-18.24596786
5449,20250530,0100,-2.28440428,-7.197264898,-11.74351883,-16.9991294,-15.11818886,-14.48619026
5450,20250530,0200,0.37169465,1.200862426,-9.59435463,-13.9578957,-13.29612446,-12.72873039
5451,20250530,0300,0.92314094,2.945571414,-9.12974167,-13.29362375,-13.10663414,-12.54507973
5452,20250530,0400,1.58669472,5.043255325,-8.38546371,-12.22463058,-12.58922195,-12.0457142
5453,20250530,0500,1.27107143,4.046610284,-8.29964924,-12.10025237,-12.69682407,-12.14816273
5454,20250530,0600,-1.06159651,-3.357090273,-10.06113243,-14.6195479,-14.60254097,-13.98309603
5455,20250530,0700,-4.7034235,-14.62651079,-13.4249897,-19.33062605,-18.04512024,-17.30630005
5456,20250530,0800,-3.04222465,-9.570610377,-12.18186665,-17.60444529,-17.15348816,-16.4421793
5457,20250530,0900,-0.05867718,-0.1711610978,-9.29648113,-13.52520208,-14.66361809,-14.0372723
5458,20250530,1000,1.64428711,5.22758148,-7.27988148,-10.62340371,-13.01064682,-12.44332826
5459,20250530,1100,0.83261657,2.655562248,-7.2191081,-10.53647337,-13.26750183,-12.68970844
5460,20250530,1200,-0.41052234,-1.293361845,-7.99609327,-11.66000543,-14.2602253,-13.64530163
5461,20250530,1300,-1.31712401,-4.168668849,-8.71287537,-12.69186305,-15.19516182,-14.5456695
5462,20250530,1400,-1.87086749,-5.916206893,-9.17204189,-13.35061199,-15.89220715,-15.21695355
5463,20250530,1500,-0.30157626,-0.9495784333,-7.66460419,-11.18441233,-14.74178028,-14.10559339
5464,20250530,1600,-9.34843063,-27.38358106,-16.33833122,-23.27808056,-22.94239426,-22.0478287
5465,20250530,1700,-6.73978615,-20.50002377,-14.47101021,-20.75844454,-21.47403526,-20.61632144
5466,20250530,1800,-2.19427419,-6.905314879,-10.24279976,-14.86688184,-17.71964264,-16.97431606
5467,20250530,1900,-3.46472239,-10.84984242,-11.33801746,-16.41257133,-18.87167931,-18.0875116
5468,20250530,2000,-3.25098801,-10.19089986,-11.33916759,-16.41211509,-19.04692078,-18.2550456
5469,20250530,2100,-2.19131804,-6.897775823,-10.74820614,-15.57647691,-18.66926193,-17.88698104
5470,20250530,2200,-5.28177834,-16.32275412,-14.11567307,-20.2610225,-21.84196472,-20.96333782
5471,20250530,2300,-4.1977191,-13.0931541,-13.66127014,-19.63400892,-21.54945183,-20.67618722
5472,20250531,0000,-3.49716711,-10.9614506,-13.43721771,-19.32239016,-21.4833889,-20.60928742
5473,20250531,0100,-5.46402931,-16.86223716,-15.66241264,-22.34776094,-23.58455467,-22.65237909
5474,20250531,0200,-5.92345572,-18.19844709,-16.709795,-23.74106131,-24.66246414,-23.70161833
5475,20250531,0300,-2.68820286,-8.46203102,-13.56820679,-19.49272191,-22.13434982,-21.23328938
5476,20250531,0400,-1.67112911,-5.271904108,-12.45041752,-17.94365912,-21.37086105,-20.48795768
5477,20250531,0500,-2.65711236,-8.36892001,-13.58278084,-19.51149273,-22.68097496,-21.75959549
5478,20250531,0600,-0.11570407,-0.3509490948,-11.31980515,-16.36007505,-20.88855553,-20.01349234
5479,20250531,0700,-0.37511551,-1.180009379,-11.61996746,-16.78093761,-21.32460022,-20.43504112
5480,20250531,0800,-0.43784004,-1.385925595,-11.78748131,-17.01537994,-21.64261246,-20.74224108
5481,20250531,0900,-0.90661561,-2.874319794,-11.96051407,-17.25828992,-21.99164009,-21.07957631
5482,20250531,1000,-1.40722287,-4.45998163,-12.23500538,-17.64252537,-22.43680382,-21.51065242
5483,20250531,1100,-0.55460978,-1.758735041,-11.1891346,-16.17943335,-21.79296684,-20.88161212
5484,20250531,1200,2.63732052,8.329930514,-7.50731659,-10.92442386,-18.76918793,-17.94413109
5485,20250531,1300,2.63075542,8.309198499,-6.47486973,-9.435625075,-18.08951187,-17.28476786
5486,20250531,1400,5.09434557,15.80215457,-3.23789477,-4.708960709,-15.41481876,-14.69766515
5487,20250531,1500,4.53488731,14.14456603,-2.88758707,-4.202480298,-15.287714,-14.57461892
5488,20250531,1600,3.5449574,11.14674325,-2.92202425,-4.258390227,-15.43145943,-14.71335451
5489,20250531,1700,2.33910441,7.412551108,-3.41598105,-4.990266718,-16.08893394,-15.34722531
5490,20250531,1800,2.81263781,8.88963547,-2.26582646,-3.301019209,-15.1163063,-14.40714061
5491,20250531,1900,3.57093716,11.22982588,-0.73421091,-1.045057847,-13.73688412,-13.07584481
5492,20250531,2000,3.37488198,10.62712594,-0.03712622,-0.01802292609,-13.05916882,-12.42236718
5493,20250531,2100,3.04029107,9.58999789,0.57953274,0.8912582613,-12.38762951,-11.77568911
5494,20250531,2200,0.78934216,2.513190704,-0.74675053,-1.067012237,-13.54967308,-12.89537149
5495,20250531,2300,0.2281239,0.7287646371,-0.76865977,-1.100948835,-13.609025,-12.95189953
5496,20250601,0000,-0.95432556,-3.028559452,-1.4427017,-2.097650656,-14.35481167,-13.67012161
5497,20250601,0100,-2.85762596,-9.009798085,-3.24280548,-4.750349073,-16.02155876,-15.27852433
5498,20250601,0200,-2.17640448,-6.881973551,-2.64872932,-3.876625907,-15.49687672,-14.77022752
5499,20250601,0300,-0.854725,-2.709542318,-1.42840052,-2.077601201,-14.47078705,-13.77696667
5500,20250601,0400,0.71809787,2.286226375,0.32450762,0.5084480272,-12.8144722,-12.1794027
5501,20250601,0500,0.0148502,0.05235753783,-0.11530064,-0.1422045873,-13.34571075,-12.68996491
5502,20250601,0600,-1.67176545,-5.294223034,-1.71477067,-2.504052617,-14.86270332,-14.15260368
5503,20250601,0700,-1.22865725,-3.894770807,-1.37022185,-1.99814901,-14.57709312,-13.87647798
5504,20250601,0800,-0.13314055,-0.420058078,-0.42193258,-0.6011018869,-13.69501781,-13.02600826
5505,20250601,0900,-2.94606471,-9.283747992,-3.21982741,-4.726242934,-16.30813599,-15.54836322
5506,20250601,1000,-2.54998899,-8.050717343,-3.11366487,-4.570139311,-16.11112976,-15.35837771
5507,20250601,1100,-1.21361399,-3.846833846,-1.95666611,-2.866708814,-14.95340061,-14.24078882
5508,20250601,1200,-2.03283596,-6.430364844,-2.60323501,-3.820535946,-15.52567291,-14.79373828
5509,20250601,1300,0.14436677,0.4646831112,-0.32736745,-0.4666089598,-13.44336796,-12.78509574
5510,20250601,1400,2.50148344,7.908558194,2.165797,3.209095444,-10.98440075,-10.41908602
5511,20250601,1500,3.30308867,10.39485302,3.08975101,4.567582835,-10.02215862,-9.494807689
5512,20250601,1600,5.33485794,16.51121523,5.34569979,7.873596168,-7.62348986,-7.193109974
5513,20250601,1700,5.01254463,15.56823929,5.58569956,8.2233757,-7.18482733,-6.77518189
5514,20250601,1800,3.37521315,10.62890702,4.54437542,6.700138556,-7.99793243,-7.559672629
5515,20250601,1900,4.51570129,14.09603128,5.89123678,8.668205875,-6.2731576,-5.906887431
5516,20250601,2000,2.56263924,8.114169615,4.61362028,6.802586313,-7.15335131,-6.755064803
5517,20250601,2100,5.53196764,17.09566801,8.23098183,12.0578263,-3.27668905,-3.038898313
5518,20250601,2200,4.70733547,14.66715736,8.24617672,12.0809546,-2.99318075,-2.768853171
5519,20250601,2300,4.54443216,14.17575008,8.9955368,13.15770719,-1.92823744,-1.750139872
5520,20250602,0000,2.1813283,6.912373176,7.47084093,10.96580087,-3.19879794,-2.969955915
5521,20250602,0100,1.36428118,4.337010691,7.03682899,10.33870999,-3.25864458,-3.029782577
5522,20250602,0200,-1.54398561,-4.889394227,4.43140507,6.542000853,-5.52069378,-5.200742192
5523,20250602,0300,-2.88507915,-9.090694513,2.95201278,4.369862367,-6.66358948,-6.298999953
5524,20250602,0400,-3.16422415,-9.953387263,2.33649325,3.463163551,-6.88071012,-6.509271017
5525,20250602,0500,-2.61885595,-8.260099276,2.59889007,3.84820432,-6.21375322,-5.871139719
5526,20250602,0600,-0.17004697,-0.529954393,4.68599463,6.912609771,-3.74451303,-3.505280257
5527,20250602,0700,1.22539413,3.898819527,6.03108883,8.876620054,-2.0061667,-1.841085569
5528,20250602,0800,0.89303493,2.845447813,5.36651325,7.907351866,-2.21149039,-2.040517604
5529,20250602,0900,-4.05877781,-12.69145303,0.09078042,0.1487857509,-7.0452652,-6.679328414
5530,20250602,1000,-4.80541229,-14.9339735,-1.49790204,-2.196258097,-8.25743961,-7.845359584
5531,20250602,1100,-6.29301167,-19.25702264,-3.81692815,-5.6106056,-10.17500305,-9.690007608
5532,20250602,1200,-4.34033298,-13.53457942,-2.83751822,-4.171689687,-8.8860321,-8.453575126
5533,20250602,1300,-6.49127007,-19.81004698,-5.66953182,-8.324231722,-11.25982285,-10.73798961
5534,20250602,1400,-3.21514511,-10.09154189,-3.1282289,-4.601252196,-8.49211502,-8.079069475
5535,20250602,1500,-1.023368,-3.21981594,-1.35565484,-1.990152742,-6.52994108,-6.196350562
5536,20250602,1600,-1.79447997,-5.657156205,-2.43813086,-3.586012138,-7.40654469,-7.038174411
5537,20250602,1700,-0.42360455,-1.321106341,-1.62386286,-2.385841581,-6.46581602,-6.136108574
5538,20250602,1800,-0.01261733,-0.02489261883,-1.8602519,-2.734324064,-6.53057241,-6.199466558
5539,20250602,1900,1.07969701,3.432249828,-1.40763223,-2.066888679,-5.92720461,-5.621523713
5540,20250602,2000,4.24673414,13.27171166,1.6490972,2.443600683,-2.73521018,-2.561204939
5541,20250602,2100,4.37853241,13.67225563,2.04694438,3.030197969,-2.19612122,-2.044843101
5542,20250602,2200,8.88207817,26.23270404,7.14825106,10.49461217,3.09133816,3.021297418
5543,20250602,2300,9.0446806,26.65345624,8.1928978,12.00382277,4.33457184,4.21235338
5544,20250603,0000,10.49053955,30.13497592,10.8967104,15.85971751,7.34000111,7.09274018
5545,20250603,0100,10.41095352,29.96316057,12.00534534,17.41833512,8.79915714,8.491095856
5546,20250603,0200,3.12824941,9.91555252,5.93207169,8.735890083,2.98514056,2.913648454
5547,20250603,0300,1.30823898,4.210530122,4.88848829,7.213049623,2.25198412,2.208461125
5548,20250603,0400,-1.64529407,-5.165374556,2.52148461,3.73799334,0.20744425,0.2472324619
5549,20250603,0500,-0.21520334,-0.6446946896,4.37842178,6.466145188,2.3431046,2.292343726
5550,20250603,0600,-1.09115005,-3.437807221,4.08123684,6.030598648,2.32161617,2.270116353
5551,20250603,0700,-3.29754281,-10.35221155,2.16338158,3.210840198,0.65330452,0.6694433858
5552,20250603,0800,-4.00551176,-12.52064875,1.54674411,2.301933171,0.27955851,0.3093896086
5553,20250603,0900,-2.8757174,-9.047182109,2.17119908,3.222200986,1.21737862,1.205183328
5554,20250603,1000,-1.82844889,-5.770928158,2.64000964,3.912406649,2.01246262,1.964001045
5555,20250603,1100,-1.07096601,-3.384383933,2.56312156,3.799098813,2.26924992,2.206436745
5556,20250603,1200,-0.06879784,-0.2158116835,2.52545071,3.742830826,2.63452339,2.552767456
5557,20250603,1300,0.96499383,3.066025962,3.14011312,4.646357334,3.63370085,3.507189584
5558,20250603,1400,8.89779186,26.2655652,10.76254654,15.67340591,11.54196453,11.09496023
5559,20250603,1500,8.34990501,24.87463182,10.81174088,15.74388459,12.00487995,11.53891465
5560,20250603,1600,1.99661744,6.351175689,5.00235224,7.379465683,6.58647537,6.334667132
5561,20250603,1700,2.61781931,8.295938693,5.72565031,8.435875956,7.53191423,7.241159502
5562,20250603,1800,2.56283522,8.123640116,6.04620266,8.903341027,8.04587841,7.734188393
5563,20250603,1900,3.4996655,11.01979367,7.47314692,10.97408715,9.58122444,9.208342336
5564,20250603,2000,-0.76947767,-2.418935521,3.81396961,5.64075444,6.09361982,5.861531295
5565,20250603,2100,-3.71889353,-11.64442616,1.06332028,1.590951408,3.49936581,3.373882941
5566,20250603,2200,-1.11383116,-3.515237802,3.691679,5.461326771,6.21170759,5.97389395
5567,20250603,2300,-4.01604986,-12.55379026,0.97809207,1.465371956,3.63478899,3.502977678
5568,20250604,0000,-3.28327703,-10.3116813,1.70049,2.530826658,4.35041618,4.188907106
5569,20250604,0100,-1.69966972,-5.372464439,2.53376245,3.758676497,5.14342499,4.949360108
5570,20250604,0200,-1.80675805,-5.716672356,1.71335363,2.549788788,4.32448053,4.164146932
5571,20250604,0300,-1.2595439,-3.988881516,2.01192546,2.989876847,4.65949154,4.48505095
5572,20250604,0400,-1.75635362,-5.557884873,1.19745183,1.789043225,3.89901876,3.755816099
5573,20250604,0500,-1.70265019,-5.389840748,0.76711303,1.154038521,3.56625009,3.436467367
5574,20250604,0600,-1.45329249,-4.607638191,0.31449056,0.48585349,3.23446631,3.118097039
5575,20250604,0700,-1.00234783,-3.180922948,0.37886205,0.5806655834,3.40066123,3.277281845
5576,20250604,0800,-0.14928065,-0.4726063011,1.13422847,1.695233358,4.21723318,4.060166512
5577,20250604,0900,2.85227942,8.996003061,3.87534118,5.730664811,6.96683979,6.697116257
5578,20250604,1000,1.68104267,5.330566284,2.96857905,4.39854551,6.13034916,5.894861711
5579,20250604,1100,-2.94557261,-9.281902016,-1.54733384,-2.261297379,1.7037338,1.651229564
5580,20250604,1200,-2.90927172,-9.167882598,-1.94693422,-2.850898181,1.42749774,1.386265708
5581,20250604,1300,-4.59064436,-14.29602697,-4.04170084,-5.933223365,-0.5439375,-0.5031569902
5582,20250604,1400,-2.08036113,-6.575227828,-2.17549729,-3.19002116,1.459548,1.41657359
5583,20250604,1500,0.08753665,0.2882375746,-0.39376187,-0.5632815619,3.36806464,3.245533857
5584,20250604,1600,1.18256724,3.763440897,0.4470084,0.6752451071,4.43445969,4.267734674
5585,20250604,1700,-1.74504614,-5.519852956,-2.55706143,-3.757342488,1.52476406,1.478722638
5586,20250604,1800,-2.27198839,-7.174681409,-3.3658855,-4.948084803,0.76138145,0.7471424315
5587,20250604,1900,-2.20355344,-6.959818929,-3.74251437,-5.502513568,0.48547184,0.4827620128
5588,20250604,2000,-3.73704433,-11.71325797,-5.99312878,-8.795700162,-1.72452796,-1.635030182
5589,20250604,2100,-0.63574439,-2.01411686,-3.726789,-5.480670365,0.59020323,0.5831270167
5590,20250604,2200,-1.64654863,-5.213958017,-4.91773415,-7.227138099,-0.54857069,-0.5081168662
5591,20250604,2300,-2.02647734,-6.409349601,-5.47388887,-8.039712202,-1.16651654,-1.10048148
5592,20250605,0000,0.0442114,0.146944102,-3.43133307,-5.04695869,0.81652272,0.7996183476
5593,20250605,0100,-1.37992489,-4.371346348,-4.79483891,-7.046690008,-0.70846802,-0.6619147346
5594,20250605,0200,0.5580765,1.77857359,-3.09192252,-4.547439729,0.77156889,0.7558691508
5595,20250605,0300,1.30893135,4.155339999,-2.48866677,-3.660194067,1.08172476,1.052274339
5596,20250605,0400,2.23145652,7.060459345,-1.3652637,-2.005475991,1.91879928,1.854039401
5597,20250605,0500,-1.74403822,-5.52387862,-5.10071087,-7.49550603,-1.97751963,-1.880095897
5598,20250605,0600,-2.98228574,-9.395095945,-6.3995924,-9.388762068,-3.47399211,-3.314964631
5599,20250605,0700,-2.40330243,-7.591698235,-5.8501358,-8.588180228,-3.04760289,-2.906426204
5600,20250605,0800,-0.96260428,-3.051039738,-4.62790298,-6.80175012,-1.96798992,-1.871876619
5601,20250605,0900,0.7757296,2.469801992,-2.8733418,-4.225203327,-0.37159362,-0.3424388232
5602,20250605,1000,-1.16699493,-3.698417811,-4.63140583,-6.806308514,-2.25101924,-2.144074722
5603,20250605,1100,0.32710797,1.045259277,-3.32429385,-4.887857259,-1.07519543,-1.017822616
5604,20250605,1200,6.35349321,19.44329349,2.82895899,4.183777177,4.92707443,4.734158037
5605,20250605,1300,-2.42415452,-7.64878499,-5.49319649,-8.065692363,-3.4615972,-3.305918256
5606,20250605,1400,-1.20416057,-3.808565358,-4.53046703,-6.657420494,-2.64251471,-2.521062724
5607,20250605,1500,-1.60050189,-5.062672902,-5.20981503,-7.651022808,-3.42956924,-3.275494264
5608,20250605,1600,-10.67610931,-30.52800608,-14.0569973,-20.2291173,-12.49879551,-11.98279347
5609,20250605,1700,-10.00165939,-28.94390479,-13.76881218,-19.83254774,-12.58858967,-12.06845873
5610,20250605,1800,-10.75214005,-30.67242838,-14.90106392,-21.37499134,-14.13033581,-13.5523824
5611,20250605,1900,-17.06422043,-41.95317545,-21.58856964,-30.0048154,-21.15852928,-20.34648284
5612,20250605,2000,-24.11726379,-47.99679721,-29.2058506,-38.49566989,-29.14037704,-28.1432632
5613,20250605,2100,-14.55147457,-38.10488885,-22.36144638,-30.92104271,-22.72642517,-21.86360467
5614,20250605,2200,-12.58945942,-34.46483377,-22.00658417,-30.48750683,-22.76281738,-21.89644929
5615,20250605,2300,-9.70337868,-28.09694972,-21.47829628,-29.83845836,-22.58901978,-21.72471969
5616,20250606,0000,-4.7517271,-14.60321391,-18.44665527,-26.02014239,-19.9224472,-19.13281571
5617,20250606,0100,-3.23796225,-10.0512275,-18.4212532,-25.98264089,-20.24622726,-19.44461216
5618,20250606,0200,1.3298589,4.30012056,-15.65303707,-22.32967345,-17.88280487,-17.15365124
5619,20250606,0300,4.20136738,13.19079859,-13.28978348,-19.10648135,-15.90315628,-15.23931041
5620,20250606,0400,6.77580404,20.66374576,-10.91103649,-15.7818251,-13.89151955,-13.29810234
5621,20250606,0500,8.20074272,24.50577274,-9.30269623,-13.49518729,-12.58266449,-12.03658803
5622,20250606,0600,8.93194962,26.39260983,-7.51249504,-10.92016653,-11.10201073,-10.61110013
5623,20250606,0700,6.95211506,21.14694063,-7.26791811,-10.56657216,-11.1110363,-10.6191526
5624,20250606,0800,8.36510849,24.93501547,-4.39522934,-6.379119877,-8.54426384,-8.151963319
5625,20250606,0900,7.88477612,23.67737795,-3.18279052,-4.59948419,-7.55678463,-7.203474174
5626,20250606,1000,6.5968833,20.15971216,-2.71564436,-3.913263289,-7.32549381,-6.981271932
5627,20250606,1100,7.17822313,21.76777432,-0.65268195,-0.8724970349,-5.56759405,-5.294132962
5628,20250606,1200,4.40348864,13.76944066,-1.64871335,-2.345452068,-6.81480646,-6.490630707
5629,20250606,1300,5.78079224,17.82159865,1.15127087,1.783438484,-4.3198204,-4.097315946
5630,20250606,1400,9.42248821,27.58485767,6.16769791,9.141638107,0.59614682,0.6142937224
5631,20250606,1500,10.18706417,29.42620524,8.4180994,12.39475369,2.84740281,2.771596508
5632,20250606,1600,6.31713915,19.37066329,6.00657225,8.907064105,0.42857328,0.4536109503
5633,20250606,1700,6.34521818,19.45018122,7.21628618,10.66233932,1.62365675,1.59887266
5634,20250606,1800,2.03001428,6.462453665,4.2398138,6.324512955,-1.41970754,-1.317606742
5635,20250606,1900,-0.68434304,-2.143381182,2.37771416,3.586001147,-3.39161491,-3.207674888
5636,20250606,2000,0.7596001,2.438111028,4.3427968,6.471870203,-1.47841632,-1.374009048
5637,20250606,2100,-0.47620133,-1.493684679,3.75891662,5.614836247,-2.11116314,-1.980381108
5638,20250606,2200,-0.15480514,-0.4758003763,4.48557138,6.679492053,-1.39560604,-1.294753578
5639,20250606,2300,-2.04247975,-6.456106775,3.17367029,4.754563587,-2.70421624,-2.548851365
5640,20250607,0000,-0.56735516,-1.794508419,4.90616226,7.294814997,-1.01444173,-0.929323235
5641,20250607,0100,-0.80368471,-2.545068453,4.55752039,6.784716318,-1.39228654,-1.291306418
5642,20250607,0200,0.23726949,0.7583287141,5.17037821,7.680847001,-0.76459509,-0.6898302368
5643,20250607,0300,2.89576292,9.133645914,7.69817162,11.35148034,1.75920486,1.728644207
5644,20250607,0400,2.56206727,8.094959577,7.33062363,10.82094,1.38237119,1.367610437
5645,20250607,0500,2.75011206,8.681925453,7.78210497,11.47266256,1.80304825,1.770838762
5646,20250607,0600,5.46326685,16.88419413,10.9218998,15.95183695,5.00185442,4.836808994
5647,20250607,0700,1.57456732,5.002213481,7.72037363,11.3837266,1.71707308,1.68855791
5648,20250607,0800,0.3324863,1.06590949,6.82910919,10.09528915,0.86283284,0.8699180719
5649,20250607,0900,0.88404286,2.816085395,7.52654648,11.10494636,1.64938176,1.623480924
5650,20250607,1000,2.66810894,8.428598748,9.63825321,14.13510074,3.82922792,3.71271446
5651,20250607,1100,2.23792315,7.085176065,9.63100719,14.12607836,3.82473469,3.708647098
5652,20250607,1200,4.0409503,12.65037406,11.82945919,17.229843,6.06258011,5.854116684
5653,20250607,1300,4.41394377,13.77707885,12.72327137,18.47579905,7.03520966,6.787108564
5654,20250607,1400,2.56064034,8.096544018,11.36643696,16.5850382,5.63015938,5.43963065
5655,20250607,1500,3.03886294,9.582667792,12.28669739,17.87085197,6.47384691,6.248830877
5656,20250607,1600,1.00931764,3.214482497,10.67086983,15.60709142,4.89060831,4.73080246
5657,20250607,1700,1.29822779,4.129238768,10.87629795,15.89851953,5.13924932,4.969278554
5658,20250607,1800,2.43263364,7.696341681,12.21436787,17.77556564,6.5869441,6.357685326
5659,20250607,1900,2.73441267,8.634794419,12.78989315,18.57717965,7.43996477,7.176319124
5660,20250607,2000,2.98814821,9.420330669,13.33067226,19.32643925,8.26693439,7.970302006
5661,20250607,2100,1.86233139,5.903267337,12.35491562,17.97809489,7.61497974,7.344998964
5662,20250607,2200,1.82025933,5.769738362,12.19965839,17.75989408,7.97174549,7.687652857
5663,20250607,2300,-0.43284184,-1.372172126,9.56311035,14.03256912,6.03800583,5.832898869
5664,20250608,0000,-0.98236537,-3.116072973,8.43617821,12.4143192,5.49828482,5.315355201
5665,20250608,0100,0.61309779,1.950998799,9.45183277,13.86081272,7.16692734,6.91533162
5666,20250608,0200,-1.35080743,-4.282494748,7.01287127,10.34619638,5.37950516,5.20047701
5667,20250608,0300,-1.19925988,-3.803707298,6.72270346,9.919088948,5.62714767,5.437933742
5668,20250608,0400,-0.18342772,-0.5807080723,7.25073147,10.67683932,6.70171022,6.468572505
5669,20250608,0500,-1.52948654,-4.847984651,5.45337725,8.059052822,5.38657999,5.20771745
5670,20250608,0600,-1.28222156,-4.066094748,5.05993271,7.479622686,5.44133186,5.260423178
5671,20250608,0700,-1.10209596,-3.496575048,4.53888941,6.713229366,5.32671404,5.150570699
5672,20250608,0800,-1.24820924,-3.959415733,3.76836228,5.579819362,4.92033482,4.761107394
5673,20250608,0900,-2.70183539,-8.526518742,1.64719939,2.455123162,3.12919211,3.044404575
5674,20250608,1000,-0.71967703,-2.283967735,3.01724839,4.46960646,4.80815077,4.653867949
5675,20250608,1100,1.89704776,6.010801151,5.25279045,7.745475746,7.30924225,7.052566964
5676,20250608,1200,2.17148852,6.872751168,5.21671009,7.691241397,7.56362772,7.296921094
5677,20250608,1300,1.23545706,3.923955347,4.18329573,6.176924892,6.82248259,6.586048881
5678,20250608,1400,2.68081498,8.46551152,5.49683046,8.097602949,8.38533974,8.086029432
5679,20250608,1500,3.70596623,11.6299148,6.35936642,9.352380217,9.59539032,9.247084004
5680,20250608,1600,4.85640574,15.09988922,7.62483263,11.18559137,11.15711308,10.74686808
5681,20250608,1700,3.46145678,10.88681704,6.59684801,9.697668496,10.33811283,9.960147028
5682,20250608,1800,4.77393007,14.85950083,8.25646877,12.09756663,12.11586761,11.6691571
5683,20250608,1900,3.8380065,12.04203478,7.81853819,11.4676507,11.90740585,11.46900729
5684,20250608,2000,1.85373902,5.882817921,6.5394516,9.617052822,10.87121868,10.47316162
5685,20250608,2100,2.66392899,8.416230616,7.68339729,11.27356515,12.20176697,11.75245173
5686,20250608,2200,-2.18284535,-6.899421482,3.03778315,4.49429428,7.91075516,7.63114833
5687,20250608,2300,-2.52258587,-7.96259859,2.57314038,3.809819307,7.68720341,7.416975697
5688,20250609,0000,-2.84342217,-8.962458773,2.16329408,3.205158077,7.51054192,7.247986688
